index_oligo,OHE_pos8_T
47621,0
47622,1
47623,0
47624,1
47625,0
47626,0
47627,1
47628,0
47629,0
47630,0
47631,0
47632,1
47633,0
47634,0
47635,0
47636,1
47637,0
47638,0
47639,0
47640,1
47641,0
47642,0
47643,0
47644,0
47645,1
47646,0
47647,0
47648,0
47649,0
47650,0
47651,0
47652,0
47653,0
47654,0
47655,0
47656,0
47657,0
47658,0
47659,1
47660,0
47661,0
47662,1
47663,0
47664,0
47665,1
47666,0
47667,0
47668,0
47669,0
47670,0
47671,0
47672,1
47673,0
47674,0
47675,0
47676,0
47677,0
47678,0
47679,0
47680,0
47681,0
47682,0
47683,0
47684,0
47685,0
47686,0
47687,0
47688,0
47689,0
47690,1
47691,1
47692,0
47693,1
47694,0
47695,0
47696,0
47697,0
47698,0
47699,0
47700,0
47701,0
47702,0
47703,0
47704,0
47705,0
47706,0
47707,1
47708,0
47709,0
47710,1
47711,1
47712,0
47713,0
47714,0
47715,1
47716,0
47717,0
47718,1
47719,1
47720,0
47721,0
47722,0
47723,0
47724,1
47725,0
47726,1
47727,0
47728,0
47729,0
47730,1
47731,0
47732,0
47733,0
47734,1
47735,0
47736,0
47737,0
47738,0
47739,0
47740,0
47741,0
47742,0
47743,0
47744,0
47745,0
47746,0
47747,0
47748,0
47749,1
47750,1
47751,0
47752,0
47753,0
47754,0
47755,0
47756,0
47757,1
47758,0
47759,0
47760,0
47761,0
47762,0
47763,1
47764,1
47765,0
47766,0
47767,1
47768,0
47769,0
47770,0
47771,0
47772,0
47773,0
47774,1
47775,0
47776,1
47777,0
47778,0
47779,0
47780,0
47781,0
47782,0
47783,1
47784,0
47785,0
47786,0
47787,0
47788,0
47789,0
47790,0
47791,0
47792,0
47793,0
47794,0
47795,0
47796,1
47797,0
47798,0
47799,0
47800,0
47801,0
47802,0
47803,1
47804,1
47805,0
47806,0
47807,0
47808,1
47809,0
47810,1
47811,0
47812,0
47813,1
47814,0
47815,0
47816,0
47817,0
47818,0
47819,0
47820,0
47821,1
47822,0
47823,0
47824,0
47825,0
47826,0
47827,0
47828,0
47829,0
47830,0
47831,1
47832,0
47833,0
47834,0
47835,0
47836,0
47837,0
47838,1
47839,0
47840,0
47841,1
47842,0
47843,0
47844,0
47845,0
47846,1
47847,0
47848,0
47849,0
47850,0
47851,0
47852,0
47853,0
47854,0
47855,0
47856,0
47857,0
47858,0
47859,0
47860,1
47861,0
47862,0
47863,0
47864,0
47865,1
47866,1
47867,0
47868,1
47869,0
47870,1
47871,0
47872,1
47873,0
47874,0
47875,0
47876,0
47877,0
47878,0
47879,1
47880,0
47881,0
47882,1
47883,0
47884,0
47885,0
47886,0
47887,0
47888,0
47889,0
47890,0
47891,1
47892,0
47893,0
47894,0
47895,0
47896,0
47897,1
47898,0
47899,0
47900,0
47901,0
47902,0
47903,0
47904,0
47905,0
47906,0
47907,0
47908,1
47909,0
47910,0
47911,0
47912,0
47913,0
47914,1
47915,0
47916,0
47917,1
47918,1
47919,1
47920,0
47921,0
47922,0
47923,0
47924,0
47925,0
47926,0
47927,0
47928,1
47929,1
47930,0
47931,0
47932,0
47933,1
47934,0
47935,0
47936,0
47937,0
47938,0
47939,0
47940,1
47941,0
47942,1
47943,0
47944,1
47945,1
47946,0
47947,0
47948,0
47949,0
47950,0
47951,1
47952,0
47953,0
47954,0
47955,0
47956,0
47957,0
47958,0
47959,0
47960,0
47961,0
47962,1
47963,0
47964,0
47965,0
47966,1
47967,1
47968,1
47969,1
47970,0
47971,0
47972,1
47973,1
47974,0
47975,0
47976,0
47977,1
47978,0
47979,0
47980,1
47981,1
47982,0
47983,0
47984,0
47985,1
47986,0
47987,1
47988,1
47989,0
47990,0
47991,0
47992,0
47993,1
47994,0
47995,0
47996,0
47997,0
47998,0
47999,0
48000,0
48001,0
48002,1
48003,0
48004,0
48005,1
48006,0
48007,0
48008,0
48009,0
48010,0
48011,1
48012,0
48013,0
48014,0
48015,0
48016,0
48017,0
48018,0
48019,0
48020,0
48021,0
48022,0
48023,0
48024,0
48025,0
48026,0
48027,0
48028,0
48029,1
48030,0
48031,0
48032,0
48033,0
48034,0
48035,0
48036,0
48037,1
48038,0
48039,1
48040,1
48041,1
48042,0
48043,1
48044,1
48045,0
48046,0
48047,1
48048,1
48049,0
48050,1
48051,1
48052,0
48053,0
48054,1
48055,0
48056,0
48057,0
48058,0
48059,0
48060,1
48061,0
48062,0
48063,0
48064,0
48065,0
48066,0
48067,0
48068,0
48069,0
48070,1
48071,0
48072,1
48073,0
48074,0
48075,1
48076,0
48077,0
48078,0
48079,0
48080,0
48081,0
48082,0
48083,0
48084,0
48085,0
48086,0
48087,0
48088,1
48089,0
48090,0
48091,1
48092,0
48093,0
48094,1
48095,0
48096,0
48097,0
48098,0
48099,1
48100,1
48101,0
48102,0
48103,0
48104,0
48105,0
48106,0
48107,0
48108,0
48109,0
48110,1
48111,1
48112,1
48113,0
48114,0
48115,0
48116,1
48117,0
48118,0
48119,0
48120,0
48121,0
48122,0
48123,0
48124,0
48125,0
48126,0
48127,0
48128,1
48129,0
48130,0
48131,0
48132,0
48133,0
48134,1
48135,0
48136,0
48137,0
48138,0
48139,0
48140,0
48141,0
48142,1
48143,0
48144,0
48145,0
48146,0
48147,0
48148,1
48149,0
48150,0
48151,0
48152,0
48153,0
48154,0
48155,0
48156,0
48157,1
48158,1
48159,0
48160,0
48161,0
48162,0
48163,1
48164,1
48165,0
48166,1
48167,0
48168,0
48169,0
48170,0
48171,1
48172,0
48173,1
48174,0
48175,1
48176,0
48177,1
48178,0
48179,0
48180,0
48181,1
48182,0
48183,0
48184,0
48185,0
48186,0
48187,0
48188,0
48189,0
48190,0
48191,0
48192,0
48193,0
48194,0
48195,0
48196,0
48197,0
48198,0
48199,0
48200,0
48201,0
48202,0
48203,0
48204,0
48205,0
48206,1
48207,0
48208,0
48209,1
48210,0
48211,0
48212,0
48213,1
48214,0
48215,0
48216,0
48217,0
48218,0
48219,0
48220,0
48221,1
48222,1
48223,0
48224,0
48225,1
48226,0
48227,0
48228,0
48229,1
48230,0
48231,0
48232,1
48233,0
48234,1
48235,0
48236,0
48237,0
48238,0
48239,1
48240,0
48241,0
48242,0
48243,0
48244,1
48245,0
48246,0
48247,1
48248,0
48249,0
48250,0
48251,1
48252,1
48253,0
48254,0
48255,0
48256,0
48257,1
48258,0
48259,0
48260,0
48261,0
48262,0
48263,0
48264,0
48265,0
48266,0
48267,0
48268,0
48269,0
48270,0
48271,0
48272,1
48273,0
48274,1
48275,1
48276,0
48277,0
48278,0
48279,1
48280,0
48281,1
48282,0
48283,0
48284,0
48285,0
48286,1
48287,0
48288,0
48289,0
48290,0
48291,0
48292,1
48293,1
48294,0
48295,0
48296,1
48297,0
48298,1
48299,0
48300,0
48301,0
48302,0
48303,0
48304,1
48305,0
48306,0
48307,0
48308,0
48309,0
48310,0
48311,1
48312,0
48313,0
48314,0
48315,1
48316,1
48317,0
48318,0
48319,0
48320,0
48321,0
48322,0
48323,1
48324,0
48325,0
48326,0
48327,0
48328,1
48329,1
48330,0
48331,0
48332,1
48333,0
48334,0
48335,1
48336,0
48337,0
48338,0
48339,0
48340,0
48341,0
48342,0
48343,0
48344,0
48345,0
48346,0
48347,1
48348,1
48349,0
48350,0
48351,0
48352,0
48353,0
48354,0
48355,0
48356,0
48357,0
48358,0
48359,1
48360,0
48361,1
48362,0
48363,0
48364,0
48365,0
48366,1
48367,0
48368,0
48369,0
48370,0
48371,0
48372,1
48373,1
48374,0
48375,0
48376,0
48377,1
48378,1
48379,1
48380,0
48381,0
48382,0
48383,0
48384,0
48385,0
48386,0
48387,1
48388,1
48389,0
48390,1
48391,0
48392,0
48393,0
48394,0
48395,1
48396,1
48397,1
48398,0
48399,0
48400,0
48401,0
48402,0
48403,0
48404,0
48405,0
48406,0
48407,0
48408,1
48409,0
48410,0
48411,0
48412,0
48413,0
48414,0
48415,0
48416,0
48417,0
48418,0
48419,0
48420,1
48421,1
48422,0
48423,0
48424,0
48425,1
48426,0
48427,1
48428,1
48429,0
48430,0
48431,0
48432,0
48433,1
48434,0
48435,0
48436,0
48437,0
48438,1
48439,0
48440,0
48441,0
48442,0
48443,0
48444,1
48445,0
48446,0
48447,0
48448,0
48449,1
48450,0
48451,0
48452,0
48453,0
48454,1
48455,0
48456,1
48457,0
48458,0
48459,0
48460,0
48461,0
48462,0
48463,0
48464,0
48465,1
48466,1
48467,1
48468,0
48469,1
48470,0
48471,0
48472,0
48473,0
48474,0
48475,1
48476,0
48477,0
48478,0
48479,0
48480,0
48481,0
48482,1
48483,0
48484,1
48485,0
48486,0
48487,0
48488,0
48489,1
48490,0
48491,0
48492,0
48493,0
48494,0
48495,0
48496,1
48497,0
48498,0
48499,0
48500,0
48501,0
48502,0
48503,0
48504,0
48505,0
48506,0
48507,0
48508,0
48509,0
48510,0
48511,0
48512,0
48513,0
48514,0
48515,0
48516,0
48517,0
48518,0
48519,0
48520,0
48521,0
48522,0
48523,0
48524,1
48525,1
48526,0
48527,1
48528,0
48529,0
48530,1
48531,0
48532,1
48533,0
48534,0
48535,1
48536,1
48537,0
48538,0
48539,0
48540,0
48541,1
48542,0
48543,0
48544,1
48545,0
48546,0
48547,0
48548,0
48549,0
48550,1
48551,0
48552,0
48553,0
48554,0
48555,0
48556,0
48557,1
48558,0
48559,1
48560,1
48561,0
48562,0
48563,0
48564,0
48565,0
48566,0
48567,0
48568,0
48569,0
48570,0
48571,0
48572,0
48573,0
48574,0
48575,0
48576,0
48577,0
48578,0
48579,0
48580,0
48581,0
48582,0
48583,0
48584,0
48585,1
48586,1
48587,0
48588,0
48589,0
48590,0
48591,0
48592,1
48593,0
48594,0
48595,0
48596,0
48597,1
48598,1
48599,0
48600,0
48601,1
48602,1
48603,0
48604,0
48605,0
48606,0
48607,0
48608,0
48609,1
48610,1
48611,0
48612,1
48613,0
48614,0
48615,0
48616,0
48617,0
48618,0
48619,0
48620,0
48621,0
48622,0
48623,0
48624,0
48625,0
48626,0
48627,0
48628,0
48629,1
48630,0
48631,0
48632,0
48633,0
48634,1
48635,1
48636,0
48637,0
48638,1
48639,1
48640,0
48641,0
48642,0
48643,0
48644,1
48645,0
48646,0
48647,1
48648,0
48649,0
48650,0
48651,0
48652,1
48653,1
48654,0
48655,0
48656,0
48657,0
48658,1
48659,1
48660,0
48661,1
48662,1
48663,0
48664,1
48665,0
48666,1
48667,0
48668,0
48669,1
48670,0
48671,0
48672,0
48673,0
48674,1
48675,0
48676,0
48677,0
48678,0
48679,1
48680,0
48681,1
48682,1
48683,0
48684,0
48685,1
48686,0
48687,0
48688,0
48689,1
48690,0
48691,1
48692,0
48693,0
48694,0
48695,1
48696,1
48697,1
48698,0
48699,0
48700,1
48701,1
48702,0
48703,1
48704,0
48705,1
48706,1
48707,0
48708,0
48709,1
48710,0
48711,0
48712,0
48713,0
48714,0
48715,1
48716,0
48717,0
48718,1
48719,0
48720,0
48721,1
48722,1
48723,1
48724,0
48725,1
48726,0
48727,0
48728,0
48729,0
48730,0
48731,0
48732,0
48733,1
48734,0
48735,0
48736,0
48737,0
48738,1
48739,0
48740,0
48741,1
48742,0
48743,0
48744,0
48745,0
48746,0
48747,0
48748,0
48749,1
48750,0
48751,1
48752,0
48753,1
48754,0
48755,0
48756,0
48757,0
48758,0
48759,0
48760,0
48761,0
48762,1
48763,0
48764,0
48765,0
48766,0
48767,0
48768,0
48769,0
48770,0
48771,1
48772,0
48773,0
48774,1
48775,0
48776,0
48777,1
48778,0
48779,0
48780,1
48781,0
48782,0
48783,0
48784,0
48785,0
48786,1
48787,0
48788,0
48789,0
48790,0
48791,0
48792,0
48793,0
48794,0
48795,0
48796,0
48797,0
48798,0
48799,0
48800,0
48801,0
48802,0
48803,0
48804,0
48805,0
48806,0
48807,0
48808,0
48809,0
48810,0
48811,0
48812,0
48813,1
48814,1
48815,1
48816,0
48817,0
48818,0
48819,1
48820,1
48821,1
48822,0
48823,0
48824,0
48825,1
48826,1
48827,1
48828,0
48829,0
48830,0
48831,1
48832,1
48833,1
48834,1
48835,1
48836,1
48837,0
48838,0
48839,0
48840,0
48841,0
48842,0
48843,0
48844,0
48845,0
48846,0
48847,0
48848,0
48849,0
48850,0
48851,0
48852,0
48853,0
48854,0
48855,0
48856,0
48857,0
48858,0
48859,0
48860,0
48861,0
48862,0
48863,0
48864,1
48865,1
48866,1
48867,0
48868,0
48869,0
48870,0
48871,1
48872,1
48873,0
48874,0
48875,1
48876,1
48877,0
48878,0
48879,1
48880,0
48881,0
48882,0
48883,0
48884,1
48885,0
48886,0
48887,0
48888,0
48889,1
48890,0
48891,0
48892,0
48893,0
48894,0
48895,0
48896,0
48897,0
48898,0
48899,1
48900,0
48901,0
48902,0
48903,1
48904,1
48905,1
48906,0
48907,0
48908,0
48909,0
48910,0
48911,0
48912,0
48913,0
48914,1
48915,0
48916,0
48917,1
48918,0
48919,1
48920,0
48921,0
48922,1
48923,1
48924,0
48925,1
48926,0
48927,0
48928,0
48929,0
48930,0
48931,1
48932,0
48933,0
48934,0
48935,0
48936,1
48937,0
48938,0
48939,0
48940,1
48941,1
48942,0
48943,0
48944,1
48945,1
48946,1
48947,1
48948,1
48949,1
48950,0
48951,0
48952,0
48953,0
48954,0
48955,1
48956,0
48957,1
48958,0
48959,0
48960,0
48961,1
48962,0
48963,1
48964,1
48965,0
48966,0
48967,1
48968,1
48969,0
48970,0
48971,0
48972,0
48973,0
48974,0
48975,0
48976,1
48977,0
48978,0
48979,1
48980,0
48981,0
48982,1
48983,0
48984,0
48985,1
48986,0
48987,1
48988,0
48989,0
48990,0
48991,0
48992,0
48993,1
48994,1
48995,1
48996,0
48997,0
48998,0
48999,0
49000,0
49001,0
49002,0
49003,1
49004,1
49005,0
49006,0
49007,0
49008,0
49009,0
49010,0
49011,0
49012,0
49013,1
49014,0
49015,0
49016,0
49017,0
49018,1
49019,0
49020,1
49021,0
49022,0
49023,0
49024,0
49025,1
49026,1
49027,0
49028,0
49029,0
49030,0
49031,1
49032,1
49033,1
49034,1
49035,1
49036,1
49037,0
49038,0
49039,1
49040,1
49041,0
49042,0
49043,0
49044,0
49045,0
49046,0
49047,1
49048,1
49049,0
49050,1
49051,0
49052,0
49053,0
49054,1
49055,1
49056,1
49057,0
49058,1
49059,1
49060,0
49061,1
49062,1
49063,0
49064,1
49065,0
49066,0
49067,0
49068,0
49069,0
49070,0
49071,0
49072,0
49073,0
49074,1
49075,1
49076,0
49077,1
49078,0
49079,0
49080,1
49081,0
49082,0
49083,1
49084,0
49085,0
49086,0
49087,1
49088,0
49089,0
49090,1
49091,0
49092,1
49093,1
49094,0
49095,0
49096,0
49097,0
49098,0
49099,0
49100,0
49101,0
49102,0
49103,0
49104,1
49105,0
49106,1
49107,0
49108,0
49109,0
49110,1
49111,0
49112,0
49113,0
49114,0
49115,0
49116,1
49117,0
49118,1
49119,0
49120,0
49121,1
49122,0
49123,0
49124,0
49125,0
49126,1
49127,0
49128,1
49129,0
49130,0
49131,1
49132,1
49133,0
49134,0
49135,1
49136,0
49137,0
49138,0
49139,0
49140,0
49141,1
49142,0
49143,1
49144,0
49145,1
49146,1
49147,0
49148,1
49149,0
49150,0
49151,1
49152,0
49153,0
49154,0
49155,0
49156,0
49157,0
49158,0
49159,1
49160,0
49161,0
49162,1
49163,1
49164,0
49165,0
49166,1
49167,1
49168,1
49169,0
49170,0
49171,1
49172,1
49173,0
49174,1
49175,0
49176,1
49177,0
49178,0
49179,0
49180,0
49181,1
49182,0
49183,0
49184,0
49185,0
49186,0
49187,0
49188,0
49189,0
49190,1
49191,1
49192,0
49193,0
49194,0
49195,0
49196,0
49197,0
49198,0
49199,0
49200,0
49201,0
49202,0
49203,0
49204,0
49205,1
49206,0
49207,0
49208,0
49209,0
49210,0
49211,0
49212,0
49213,0
49214,0
49215,1
49216,0
49217,1
49218,1
49219,0
49220,0
49221,0
49222,0
49223,0
49224,1
49225,0
49226,0
49227,0
49228,0
49229,0
49230,0
49231,0
49232,1
49233,1
49234,0
49235,0
49236,1
49237,1
49238,0
49239,0
49240,0
49241,0
49242,0
49243,0
49244,0
49245,0
49246,0
49247,0
49248,1
49249,0
49250,0
49251,0
49252,0
49253,1
49254,0
49255,0
49256,1
49257,1
49258,0
49259,0
49260,0
49261,0
49262,0
49263,1
49264,0
49265,0
49266,1
49267,0
49268,1
49269,1
49270,0
49271,0
49272,0
49273,1
49274,1
49275,0
49276,1
49277,1
49278,1
49279,1
49280,0
49281,0
49282,0
49283,0
49284,0
49285,1
49286,0
49287,0
49288,0
49289,0
49290,1
49291,0
49292,1
49293,0
49294,0
49295,0
49296,1
49297,0
49298,0
49299,0
49300,0
49301,1
49302,1
49303,0
49304,0
49305,0
49306,0
49307,0
49308,0
49309,0
49310,0
49311,0
49312,0
49313,0
49314,1
49315,0
49316,0
49317,0
49318,0
49319,0
49320,1
49321,0
49322,1
49323,1
49324,0
49325,0
49326,0
49327,1
49328,0
49329,0
49330,0
49331,0
49332,0
49333,0
49334,1
49335,0
49336,0
49337,1
49338,0
49339,0
49340,1
49341,0
49342,0
49343,0
49344,0
49345,0
49346,0
49347,0
49348,0
49349,0
49350,0
49351,0
49352,0
49353,0
49354,0
49355,0
49356,0
49357,0
49358,1
49359,0
49360,0
49361,1
49362,1
49363,0
49364,0
49365,0
49366,1
49367,0
49368,0
49369,1
49370,0
49371,1
49372,0
49373,0
49374,1
49375,0
49376,0
49377,1
49378,0
49379,0
49380,0
49381,0
49382,0
49383,0
49384,0
49385,0
49386,0
49387,0
49388,0
49389,0
49390,0
49391,0
49392,0
49393,0
49394,0
49395,1
49396,0
49397,0
49398,1
49399,1
49400,0
49401,0
49402,0
49403,1
49404,0
49405,0
49406,1
49407,0
49408,0
49409,0
49410,0
49411,0
49412,0
49413,0
49414,0
49415,0
49416,0
49417,0
49418,1
49419,0
49420,1
49421,0
49422,0
49423,1
49424,1
49425,0
49426,1
49427,1
49428,0
49429,0
49430,0
49431,0
49432,0
49433,0
49434,0
49435,0
49436,0
49437,0
49438,1
49439,0
49440,0
49441,0
49442,0
49443,0
49444,0
49445,1
49446,0
49447,1
49448,1
49449,1
49450,1
49451,0
49452,0
49453,0
49454,0
49455,0
49456,0
49457,1
49458,0
49459,0
49460,1
49461,1
49462,0
49463,0
49464,1
49465,0
49466,0
49467,0
49468,0
49469,0
49470,0
49471,0
49472,0
49473,0
49474,0
49475,0
49476,0
49477,0
49478,0
49479,0
49480,1
49481,0
49482,1
49483,0
49484,1
49485,0
49486,0
49487,0
49488,0
49489,0
49490,0
49491,1
49492,1
49493,0
49494,0
49495,0
49496,1
49497,1
49498,0
49499,1
49500,0
49501,1
49502,1
49503,1
49504,0
49505,1
49506,1
49507,0
49508,1
49509,0
49510,0
49511,0
49512,0
49513,0
49514,1
49515,0
49516,0
49517,0
49518,0
49519,0
49520,0
49521,0
49522,1
49523,1
49524,0
49525,0
49526,0
49527,0
49528,0
49529,0
49530,0
49531,0
49532,0
49533,0
49534,0
49535,1
49536,0
49537,1
49538,1
49539,1
49540,0
49541,0
49542,0
49543,0
49544,1
49545,1
49546,0
49547,0
49548,0
49549,0
49550,0
49551,1
49552,1
49553,0
49554,0
49555,1
49556,0
49557,1
49558,0
49559,0
49560,0
49561,1
49562,0
49563,1
49564,0
49565,0
49566,1
49567,0
49568,1
49569,0
49570,0
49571,0
49572,0
49573,0
49574,1
49575,1
49576,0
49577,0
49578,1
49579,0
49580,0
49581,0
49582,0
49583,0
49584,0
49585,0
49586,0
49587,0
49588,0
49589,0
49590,1
49591,0
49592,0
49593,0
49594,0
49595,0
49596,0
49597,0
49598,1
49599,1
49600,0
49601,0
49602,0
49603,1
49604,1
49605,1
49606,1
49607,0
49608,0
49609,0
49610,0
49611,1
49612,1
49613,0
49614,0
49615,0
49616,1
49617,0
49618,0
49619,0
49620,0
49621,0
49622,0
49623,0
49624,0
49625,0
49626,0
49627,0
49628,0
49629,0
49630,0
49631,1
49632,1
49633,0
49634,0
49635,0
49636,1
49637,0
49638,0
49639,0
49640,0
49641,0
49642,0
49643,0
49644,0
49645,0
49646,0
49647,0
49648,0
49649,0
49650,0
49651,1
49652,1
49653,1
49654,0
49655,0
49656,1
49657,1
49658,0
49659,1
49660,0
49661,0
49662,1
49663,0
49664,1
49665,0
49666,0
49667,1
49668,0
49669,0
49670,0
49671,0
49672,1
49673,0
49674,0
49675,1
49676,0
49677,1
49678,0
49679,0
49680,1
49681,0
49682,0
49683,1
49684,0
49685,0
49686,0
49687,0
49688,0
49689,0
49690,0
49691,1
49692,0
49693,0
49694,0
49695,0
49696,0
49697,0
49698,0
49699,1
49700,1
49701,0
49702,0
49703,0
49704,1
49705,0
49706,0
49707,0
49708,0
49709,0
49710,0
49711,0
49712,0
49713,0
49714,0
49715,1
49716,1
49717,0
49718,0
49719,0
49720,0
49721,1
49722,0
49723,0
49724,0
49725,0
49726,0
49727,0
49728,0
49729,0
49730,0
49731,0
49732,1
49733,0
49734,0
49735,1
49736,0
49737,0
49738,0
49739,0
49740,1
49741,1
49742,0
49743,0
49744,0
49745,1
49746,0
49747,1
49748,0
49749,0
49750,0
49751,0
49752,1
49753,0
49754,1
49755,0
49756,0
49757,0
49758,1
49759,0
49760,0
49761,0
49762,0
49763,1
49764,0
49765,0
49766,0
49767,0
49768,0
49769,0
49770,0
49771,0
49772,0
49773,0
49774,0
49775,0
49776,0
49777,1
49778,0
49779,0
49780,0
49781,0
49782,0
49783,1
49784,1
49785,0
49786,1
49787,0
49788,0
49789,0
49790,0
49791,0
49792,1
49793,1
49794,0
49795,0
49796,0
49797,1
49798,0
49799,0
49800,0
49801,0
49802,0
49803,0
49804,1
49805,0
49806,1
49807,0
49808,1
49809,0
49810,0
49811,1
49812,1
49813,0
49814,1
49815,0
49816,1
49817,1
49818,0
49819,0
49820,0
49821,0
49822,1
49823,0
49824,0
49825,0
49826,0
49827,0
49828,0
49829,0
49830,0
49831,0
49832,1
49833,1
49834,0
49835,0
49836,1
49837,0
49838,1
49839,0
49840,0
49841,0
49842,1
49843,0
49844,0
49845,1
49846,0
49847,1
49848,1
49849,0
49850,0
49851,0
49852,0
49853,0
49854,0
49855,0
49856,1
49857,0
49858,1
49859,1
49860,0
49861,0
49862,1
49863,0
49864,1
49865,0
49866,0
49867,0
49868,0
49869,0
49870,0
49871,0
49872,0
49873,0
49874,0
49875,0
49876,0
49877,0
49878,1
49879,0
49880,0
49881,0
49882,0
49883,1
49884,0
49885,1
49886,0
49887,1
49888,0
49889,0
49890,0
49891,1
49892,0
49893,0
49894,1
49895,1
49896,1
49897,0
49898,0
49899,1
49900,1
49901,1
49902,0
49903,1
49904,1
49905,0
49906,1
49907,0
49908,0
49909,0
49910,0
49911,0
49912,0
49913,0
49914,0
49915,0
49916,1
49917,1
49918,1
49919,0
49920,0
49921,0
49922,0
49923,0
49924,1
49925,1
49926,1
49927,0
49928,1
49929,0
49930,0
49931,1
49932,0
49933,0
49934,1
49935,0
49936,0
49937,1
49938,0
49939,1
49940,0
49941,0
49942,0
49943,0
49944,0
49945,0
49946,0
49947,1
49948,0
49949,1
49950,1
49951,0
49952,0
49953,1
49954,0
49955,0
49956,0
49957,1
49958,0
49959,0
49960,0
49961,1
49962,0
49963,0
49964,0
49965,0
49966,0
49967,1
49968,0
49969,0
49970,0
49971,0
49972,0
49973,0
49974,0
49975,0
49976,0
49977,0
49978,1
49979,1
49980,0
49981,0
49982,0
49983,0
49984,0
49985,0
49986,0
49987,1
49988,1
49989,0
49990,0
49991,0
49992,1
49993,0
49994,1
49995,0
49996,0
49997,1
49998,0
49999,0
50000,0
50001,0
50002,0
50003,0
50004,0
50005,0
50006,0
50007,1
50008,1
50009,0
50010,0
50011,0
50012,0
50013,1
50014,0
50015,0
50016,0
50017,1
50018,0
50019,0
50020,0
50021,0
50022,1
50023,1
50024,0
50025,0
50026,0
50027,0
50028,1
50029,0
50030,0
50031,0
50032,0
50033,0
50034,0
50035,0
50036,0
50037,0
50038,0
50039,1
50040,0
50041,0
50042,1
50043,0
50044,1
50045,1
50046,0
50047,1
50048,0
50049,0
50050,0
50051,0
50052,1
50053,1
50054,1
50055,0
50056,0
50057,0
50058,0
50059,0
50060,0
50061,0
50062,0
50063,0
50064,0
50065,0
50066,0
50067,0
50068,0
50069,1
50070,1
50071,0
50072,1
50073,0
50074,0
50075,0
50076,1
50077,0
50078,0
50079,0
50080,1
50081,1
50082,1
50083,0
50084,0
50085,1
50086,0
50087,1
50088,0
50089,1
50090,0
50091,0
50092,1
50093,1
50094,0
50095,1
50096,0
50097,0
50098,1
50099,0
50100,1
50101,1
50102,0
50103,0
50104,0
50105,0
50106,0
50107,0
50108,0
50109,0
50110,0
50111,0
50112,1
50113,0
50114,0
50115,0
50116,0
50117,0
50118,0
50119,0
50120,1
50121,0
50122,0
50123,0
50124,0
50125,0
50126,0
50127,0
50128,1
50129,1
50130,0
50131,0
50132,0
50133,0
50134,1
50135,1
50136,1
50137,1
50138,1
50139,1
50140,0
50141,0
50142,0
50143,0
50144,0
50145,0
50146,0
50147,0
50148,0
50149,0
50150,0
50151,1
50152,0
50153,0
50154,0
50155,0
50156,0
50157,0
50158,0
50159,0
50160,0
50161,0
50162,1
50163,0
50164,0
50165,1
50166,0
50167,0
50168,0
50169,0
50170,0
50171,0
50172,0
50173,1
50174,1
50175,0
50176,0
50177,0
50178,0
50179,0
50180,0
50181,0
50182,0
50183,0
50184,0
50185,1
50186,1
50187,0
50188,0
50189,0
50190,0
50191,0
50192,0
50193,0
50194,0
50195,0
50196,0
50197,0
50198,0
50199,0
50200,0
50201,0
50202,0
50203,0
50204,0
50205,0
50206,0
50207,0
50208,0
50209,0
50210,0
50211,0
50212,0
50213,0
50214,0
50215,0
50216,0
50217,0
50218,0
50219,0
50220,0
50221,0
50222,1
50223,0
50224,0
50225,0
50226,0
50227,1
50228,0
50229,0
50230,0
50231,0
50232,0
50233,1
50234,1
50235,1
50236,0
50237,1
50238,0
50239,0
50240,1
50241,0
50242,1
50243,1
50244,0
50245,0
50246,0
50247,1
50248,0
50249,0
50250,1
50251,0
50252,1
50253,1
50254,1
50255,0
50256,0
50257,1
50258,0
50259,0
50260,1
50261,0
50262,1
50263,1
50264,0
50265,0
50266,1
50267,1
50268,1
50269,0
50270,1
50271,1
50272,0
50273,1
50274,1
50275,0
50276,1
50277,1
50278,0
50279,1
50280,1
50281,0
50282,1
50283,1
50284,0
50285,0
50286,0
50287,0
50288,1
50289,0
50290,1
50291,0
50292,1
50293,1
50294,1
50295,0
50296,0
50297,0
50298,0
50299,0
50300,1
50301,0
50302,1
50303,0
50304,0
50305,1
50306,0
50307,0
50308,1
50309,0
50310,0
50311,1
50312,0
50313,0
50314,0
50315,0
50316,0
50317,0
50318,0
50319,1
50320,0
50321,0
50322,1
50323,1
50324,0
50325,0
50326,0
50327,0
50328,0
50329,0
50330,1
50331,1
50332,0
50333,1
50334,0
50335,0
50336,0
50337,1
50338,1
50339,1
50340,1
50341,0
50342,0
50343,0
50344,0
50345,0
50346,0
50347,1
50348,1
50349,0
50350,0
50351,1
50352,0
50353,0
50354,0
50355,0
50356,1
50357,1
50358,1
50359,0
50360,0
50361,1
50362,0
50363,1
50364,0
50365,1
50366,0
50367,0
50368,0
50369,0
50370,0
50371,1
50372,1
50373,0
50374,0
50375,0
50376,1
50377,0
50378,1
50379,0
50380,1
50381,0
50382,1
50383,0
50384,0
50385,1
50386,1
50387,0
50388,0
50389,0
50390,0
50391,1
50392,0
50393,0
50394,0
50395,0
50396,0
50397,1
50398,0
50399,1
50400,0
50401,1
50402,0
50403,0
50404,0
50405,0
50406,0
50407,1
50408,1
50409,0
50410,0
50411,0
50412,1
50413,1
50414,0
50415,0
50416,1
